"성별","직업대분류별","연령별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"전체","사무 종사자","20~24세","연간특별급여액","원","1669582","1268645","1548250","1429892","2263110","1791588","1373345","1464000","1404000","1399000","1547000",
"전체","사무 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","25~29세","월임금총액","원","1953306.5","2000210.58333","2160267.5","2265164.83333","2328002.58333","2435581","2438403.5","2484000","2529000","2693000","2793000",
"전체","사무 종사자","25~29세","월급여액","원","1669510","1745019","1886064","1977448","2027557","2120598","2163134","2225000","2271000","2422000","2531000",
"전체","사무 종사자","25~29세","정액급여","원","1603728","1673381","1802967","1893204","1929154","2017596","2060136","2128000","2163000","2310000","2420000",
"전체","사무 종사자","25~29세","초과급여","원","65783","71638","83097","84245","98403","103003","102997","97000","108000","112000","111000",
"전체","사무 종사자","25~29세","연간특별급여액","원","3405558","3062299","3290442","3452602","3605347","3779796","3303234","3110000","3091000","3241000","3151000",
"전체","사무 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","30~34세","월임금총액","원","2544670","2631374.91667","2756938.58333","2846435.08333","2866621.75","3040385.41667","3041683.5","3107000","3171000","3332000","3449000",
"전체","사무 종사자","30~34세","월급여액","원","2109518","2200609","2312014","2403890","2440609","2570202","2620965","2670000","2755000","2882000","2999000",
"전체","사무 종사자","30~34세","정액급여","원","2030726","2112076","2214709","2304953","2326694","2447386","2495725","2555000","2621000","2747000","2863000",
"전체","사무 종사자","30~34세","초과급여","원","78792","88533","97304","98937","113915","122816","125240","115000","134000","135000","135000",
"전체","사무 종사자","30~34세","연간특별급여액","원","5221824","5169191","5339095","5310541","5112153","5642201","5048622","5242000","4997000","5400000","5401000",
"전체","사무 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","35~39세","월임금총액","원","3112924","3169733.16667","3360900.58333","3417850.58333","3452236.75","3698810","3700931.16667","3698000","3712000","3859000","4024000",
"전체","사무 종사자","35~39세","월급여액","원","2545815","2615138","2767679","2881797","2900227","3069474","3127188","3132000","3189000","3314000","3448000",
"전체","사무 종사자","35~39세","정액급여","원","2454516","2515269","2652665","2764773","2777309","2933561","2985638","2994000","3042000","3160000","3296000",
"전체","사무 종사자","35~39세","초과급여","원","91298","99869","115015","117023","122918","135913","141550","138000","147000","153000","153000",
"전체","사무 종사자","35~39세","연간특별급여액","원","6805308","6655142","7118659","6432643","6624117","7552032","6884918","6786000","6277000","6545000","6912000",
"전체","사무 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","40~44세","월임금총액","원","3650821.66667","3661887.5","3873624.91667","3941650.75","3963664","4213198.08333","4163270.66667","4142000","4181000","4374000","4550000",
"전체","사무 종사자","40~44세","월급여액","원","2949904","2975033","3138819","3281645","3307422","3477764","3482536","3490000","3568000","3725000","3859000",
"전체","사무 종사자","40~44세","정액급여","원","2842826","2861859","3014705","3154654","3178296","3328666","3331786","3351000","3421000","3568000","3697000",
"전체","사무 종사자","40~44세","초과급여","원","107079","113174","124114","126991","129126","149098","150750","139000","147000","157000","162000",
"전체","사무 종사자","40~44세","연간특별급여액","원","8411012","8242254","8817671","7920069","7874904","8825209","8168816","7820000","7354000","7791000","8288000",
"전체","사무 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","45~49세","월임금총액","원","3990417.16667","3950289.66667","4237676.41667","4369272.16667","4438672.33333","4653597.41667","4583986.41667","4631000","4689000","4886000","4957000",
"전체","사무 종사자","45~49세","월급여액","원","3205240","3201992","3404458","3600368","3656224","3805051","3805390","3869000","3947000","4117000","4186000",
"전체","사무 종사자","45~49세","정액급여","원","3094527","3080973","3266048","3459687","3505949","3644486","3648077","3726000","3798000","3955000","4027000",
"전체","사무 종사자","45~49세","초과급여","원","110713","121019","138410","140681","150275","160565","157312","143000","149000","162000","159000",
"전체","사무 종사자","45~49세","연간특별급여액","원","9422126","8979572","9998621","9226850","9389380","10182557","9343157","9139000","8905000","9229000","9251000",
"전체","사무 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","50~54세","월임금총액","원","3986438","3974688.08333","4277698.83333","4518301.5","4649555.91667","4801849","4905023.83333","4929000","5016000","5172000","5320000",
"전체","사무 종사자","50~54세","월급여액","원","3231478","3261336","3456592","3770462","3859573","3992568","4077577","4140000","4245000","4373000","4534000",
"전체","사무 종사자","50~54세","정액급여","원","3131815","3148038","3313551","3628286","3707506","3836140","3917115","3997000","4095000","4209000","4375000",
"전체","사무 종사자","50~54세","초과급여","원","99663","113297","143041","142176","152067","156428","160462","143000","150000","164000","159000",
"전체","사무 종사자","50~54세","연간특별급여액","원","9059520","8560225","9853282","8974074","9479795","9711372","9929362","9470000","9246000","9587000","9440000",
"전체","사무 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","55~59세","월임금총액","원","3508742.5","3420424.75","3749558.41667","4058634.75","4301208.83333","4327620.58333","4498325.5","4674000","4754000","4843000","5167000",
"전체","사무 종사자","55~59세","월급여액","원","2991363","2954854","3168982","3493877","3689549","3761916","3922189","4081000","4143000","4253000","4521000",
"전체","사무 종사자","55~59세","정액급여","원","2929638","2874729","3065816","3394303","3574006","3643623","3785443","3957000","4008000","4117000","4386000",
"전체","사무 종사자","55~59세","초과급여","원","61725","80125","103167","99574","115542","118293","136746","123000","135000","136000","136000",
"전체","사무 종사자","55~59세","연간특별급여액","원","6208554","5586849","6966917","6777093","7339918","6788455","6913638","7121000","7326000","7082000","7750000",
"전체","사무 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"전체","사무 종사자","60세이상","월임금총액","원","2705312.08333","2640315.83333","2699655.91667","3379973.08333","3369016.33333","3410656.33333","3706622.75","3794000","3679000","4292000","4155000",
"전체","사무 종사자","60세이상","월급여액","원","2477837","2421310","2466553","3093489","3099701","3135992","3386702","3538000","3443000","4029000","3932000",
"전체","사무 종사자","60세이상","정액급여","원","2455570","2397470","2427401","3041194","3057414","3084530","3336655","3492000","3383000","3950000","3856000",
"전체","사무 종사자","60세이상","초과급여","원","22267","23840","39152","52295","42287","51462","50047","46000","60000","79000","76000",
"전체","사무 종사자","60세이상","연간특별급여액","원","2729701","2628070","2797235","3437809","3231784","3295972","3839049","3065000","2833000","3156000","2675000",
"전체","사무 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","계","월임금총액","원","1814987.41667","1798919.66667","1807295.5","1900558.75","1969877.91667","1857291.5","1774717.75","1764000","1912000","2014000","2114000",
"전체","서비스 종사자","계","월급여액","원","1612133","1617363","1627694","1710091","1778565","1724582","1665723","1668000","1811000","1913000","2029000",
"전체","서비스 종사자","계","정액급여","원","1498863","1503563","1507816","1587517","1628864","1582711","1531057","1537000","1682000","1784000","1901000",
"전체","서비스 종사자","계","초과급여","원","113269","113800","119878","122574","149700","141871","134666","130000","129000","128000","128000",
"전체","서비스 종사자","계","연간특별급여액","원","2434253","2178680","2155218","2285613","2295755","1592514","1307937","1159000","1207000","1214000","1029000",
"전체","서비스 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","19세이하","월임금총액","원","797696.16667","836696.08333","1018284.5","999007.25","1029668","846931.75","825084.66667","894000","1189000","993000","1472000",
"전체","서비스 종사자","19세이하","월급여액","원","787876","828040","1013372","995226","1024139","844277","820789","891000","1184000","989000","1466000",
"전체","서비스 종사자","19세이하","정액급여","원","767849","795965","967034","942872","963218","795322","777482","810000","1126000","955000","1406000",
"전체","서비스 종사자","19세이하","초과급여","원","20027","32076","46338","52354","60921","48955","43307","81000","57000","34000","59000",
"전체","서비스 종사자","19세이하","연간특별급여액","원","117842","103873","58950","45375","66348","31857","51548","38000","59000","45000","79000",
"전체","서비스 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","20~24세","월임금총액","원","1301796.83333","1321905.66667","1479309.75","1478939.25","1466899","1496961","1454943","1553000","1577000","1621000","1860000",
"전체","서비스 종사자","20~24세","월급여액","원","1235554","1270517","1410189","1428378","1424077","1448370","1422363","1529000","1552000","1599000","1832000",
"전체","서비스 종사자","20~24세","정액급여","원","1154948","1180930","1313876","1337434","1315454","1339251","1310175","1409000","1456000","1512000","1737000",
